program,method,offset,target,label
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParserTokenManager.jjMoveStringLiteralDfa2_0:(JJJJ)I,33,xx/SimpleCharStream.readChar:()C,1
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.jj_3R_79:()Z,17,xx/XPathParser.jj_3R_87:()Z,1
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.jj_save:(II)V,30,xx/XPathParser$JJCalls.<init>:()V,1
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParserTokenManager.jjMoveStringLiteralDfa11_0:(JJJJ)I,265,xx/XPathParserTokenManager.jjStartNfa_0:(IJJ)I,1
url270fc4f5ee_ykcilborw_Joust_tgz-pJ8-fri_patterns_interpreter_parsergenerator_examples_HowToOverrideLexerImplJ8,fri/patterns/interpreter/parsergenerator/lexer/StandardLexerRules.rulesForIdentifier:(Ljava/lang/String;)[[Ljava/lang/String;,282,fri/patterns/interpreter/parsergenerator/lexer/StandardLexerRules.getRulerefRules:()[[Ljava/lang/String;,1
url270fc4f5ee_ykcilborw_Joust_tgz-pJ8-fri_patterns_interpreter_parsergenerator_examples_HowToOverrideLexerImplJ8,fri/patterns/interpreter/parsergenerator/lexer/StandardLexerRules.rulesForIdentifier:(Ljava/lang/String;)[[Ljava/lang/String;,139,fri/patterns/interpreter/parsergenerator/lexer/StandardLexerRules.getHexDigitRules:()[[Ljava/lang/String;,1
url270fc4f5ee_ykcilborw_Joust_tgz-pJ8-fri_patterns_interpreter_parsergenerator_examples_HowToOverrideLexerImplJ8,fri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxBuilderParserTables.<init>:()V,1,fri/patterns/interpreter/parsergenerator/parsertables/AbstractParserTables.<init>:()V,0
url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8,de/measite/minidns/dnssec/UnverifiedReason$AlgorithmExceptionThrownReason.<init>:(Lde/measite/minidns/DNSSECConstants$DigestAlgorithm;Ljava/lang/String;Lde/measite/minidns/Record;Ljava/lang/Exception;)V,1,de/measite/minidns/dnssec/UnverifiedReason.<init>:()V,0
url3472127e1f_SergeyKrivohatskiy_tiny_database_tgz-pJ8-ru_spbau_tinydb_bufferManager_IndexTestJ8,ru/spbau/tinydb/bufferManager/IndexTest.checkSelect:(Lru/spbau/tinydb/engine/IDataBase;Lru/spbau/tinydb/queries/WhereCondition;)V,34,ru/spbau/tinydb/cursors/IndexJoinCursor.hasNext:()Z,1
url433bec1e56_sarobe_DifficultyInvestigation_tgz-pJ8-fr_inria_optimization_cmaes_examples_CMAExample1J8,fr/inria/optimization/cmaes/CMAEvolutionStrategy.testAndCorrectNumerics:()V,106,fr/inria/optimization/cmaes/CMAParameters.getDamps:()D,1
url47e6aca666_pocorall_automaton_tgz-pJ8-net_pocorall_automaton_DatatypesJ8,net/pocorall/automaton/BasicOperations.concatenate:(Lnet/pocorall/automaton/DefaultAutomaton;Lnet/pocorall/automaton/DefaultAutomaton;)Lnet/pocorall/automaton/DefaultAutomaton;,91,net/pocorall/automaton/DefaultAutomaton.cloneExpanded:()Lnet/pocorall/automaton/DefaultAutomaton;,1
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/DIVS.divs:(I)I,69,m68k/cpu/CpuCore$ImmediateOperand.getTiming:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBX.subx_long_mem:(I)I,49,m68k/cpu/CpuCore.readMemoryLong:(I)I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/NEGX.disassembleOp:(IILm68k/cpu/Size;)Lm68k/cpu/DisassembledInstruction;,55,m68k/cpu/DisassembledInstruction.<init>:(IILjava/lang/String;Lm68k/cpu/DisassembledOperand;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/CMPA.cmpa_long:(I)I,41,m68k/cpu/CpuCore$AddressRegisterWithDisplacementOperand.getLong:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/AND.and_word_ea_dest:(I)I,41,m68k/cpu/CpuCore$DataRegisterOperand.getWordSigned:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BCLR.bclr_static_long:(I)I,34,m68k/cpu/CpuCore.resolveDstEA:(IILm68k/cpu/Size;)Lm68k/cpu/Operand;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ROXR.roxr_word_mem:(I)I,114,m68k/cpu/CpuCore$AddressRegisterPreDecOperand.getTiming:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BCLR.bclr_static_byte:(I)I,41,m68k/cpu/CpuCore$AddressRegisterPostIncOperand.getByte:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BCLR.bclr_static_byte:(I)I,89,m68k/cpu/CpuCore$StatusRegisterOperand.setByte:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/MOVE.move_word:(I)I,51,m68k/cpu/CpuCore$ImmediateOperand.getWord:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/NEGX.negx_word:(I)I,24,m68k/cpu/CpuCore$AddressRegisterPreDecOperand.getWord:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUB.sub_word_ea_dest:(I)I,41,m68k/cpu/CpuCore$AddressRegisterWithDisplacementOperand.getWordSigned:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/CLR.clr_byte:(I)I,67,m68k/cpu/CpuCore$DataRegisterOperand.isRegisterMode:()Z,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/LSR.lsr_word_mem:(I)I,41,m68k/cpu/CpuCore$PCWithIndexOperand.setWord:(I)V,
url71665d7d68_branscha_lib_scripty_tgz-pJ8-com_sdicons_scripty_ScriptyAutoReplJ8,com/sdicons/scripty/parser/Parser.parseExpression:(Lcom/sdicons/scripty/parser/IParserInput;)Ljava/lang/Object;,135,com/sdicons/scripty/parser/Token.isWhitespace:()Z,1
url71665d7d68_branscha_lib_scripty_tgz-pJ8-com_sdicons_scripty_ScriptyAutoReplJ8,com/sdicons/scripty/parser/Eval.concatExceptionMessages:(Ljava/lang/Throwable;)Ljava/lang/String;,1,com/sdicons/scripty/parser/CommandException.getMessage:()Ljava/lang/String;,1
url73605095e9_mp1401_misterx_tgz-pJ8-mp1401_examples_misterx_demo_shell_ShellDemoJ8,mp1401/examples/misterx/model/game/states/DetectivesMovementGameState.moveDetectiveTo:(Lmp1401/examples/misterx/model/gameitems/Detective;Lmp1401/examples/misterx/model/gameitems/City;)V,9,mp1401/examples/misterx/model/game/states/DetectivesMovementGameState.detectiveAlreadyMovedAction:()V,1
url7a45f192ca_mfullen_ping_pong_net_tgz-pJ8-ping_pong_net_client_io_TestClientNonPPNServerJ8,ping/pong/net/client/io/ClientIoConnection.closeUdp:()V,1,ping/pong/net/client/io/ClientIoConnection.isUdpWriteRunning:()Z,1
url89cafed56a_AlexDiru_esper_compiler_final_tgz-pJ8-compiler_ProgramJ8,compiler/EsperLexer.mSTRING:()V,441,compiler/EsperLexer.mCHARACTER:()V,1
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,3263,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,1a
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,5928,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,1a
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,22828,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,1a
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,17654,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,1a
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,19188,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,1a
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,7514,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,1a
urla05239b71c_viniciusinnovatium_mumps2java_api_tgz-pJ8-com_disclinc_netmanager_script_test_ExecTesteNewJ8,mLibrary/mContext.parseVarValue:(Ljava/lang/String;)Ljava/lang/Object;,82,mLibrary/mContext.parseVarSubs:(Ljava/lang/String;)[Ljava/lang/Object;,1
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/BasicCohoSolver.cohoDualFeasible:(Lcoho/lp/LPBasis;Lcoho/common/matrix/Matrix;)Z,82,coho/lp/LPBasis.setDualStatus:(Lcoho/lp/LPBasis$BasisStatus;)V,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/project/LPProject.findByLine:(Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;)Lcoho/common/matrix/Matrix;,304,coho/common/number/CohoInteger.one:()Lcoho/common/number/CohoNumber;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/APRIntervalHybridCohoSolver.cohoFeasible:(Lcoho/lp/LPBasis;)Z,181,coho/lp/solver/BasicCohoSolver.cohoFeasible:(Lcoho/lp/LPBasis;)Z,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/geom/twodim/Point.maxError:()D,16,coho/common/number/BasicScale.error:()Lcoho/common/number/ScaleNumber;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/jni/CCohoLPSolver.<init>:(Lcoho/lp/LP;)V,105,coho/lp/solver/DoubleCohoMatrix.create:(Lcoho/common/matrix/Matrix;Z)Lcoho/lp/solver/DoubleCohoMatrix;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/BasicInterval$1.<clinit>:()V,0,coho/common/number/Round$ROUNDMODE.values:()[Lcoho/common/number/Round$ROUNDMODE;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/APRIntervalHybridCohoSolver.argmin:(Lcoho/common/matrix/DoubleIntervalMatrix;Lcoho/common/matrix/DoubleIntervalMatrix;)[I,34,coho/common/matrix/BasicMatrix.length:()I,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/DoubleInterval.sqrt:()Lcoho/common/number/DoubleInterval;,62,coho/common/number/DoubleInterval.ulp:(D)D,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/geom/twodim/ops/OutwardReduce.evalEdgeCost:(Lcoho/geom/twodim/ops/OutwardReduce$ReduceVertex;)Lcoho/geom/twodim/ops/OutwardReduce$ReduceEdge;,329,coho/geom/twodim/ops/OutwardReduce$ReduceEdge.<init>:(Lcoho/geom/twodim/ops/OutwardReduce$ReduceVertex;Lcoho/geom/twodim/ops/OutwardReduce$ReduceVertex;DDLcoho/geom/twodim/GeomObj2;)V,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,1118,com/usps/evs/vo/ManifestDetailRawLineV15Vo.getMailerOwnerMailerId:()Ljava/lang/String;,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/PicCodeParserManifestV20.parse:(Ljava/lang/Object;Ljava/lang/Object;)V,442,com/usps/evs/vo/ManifestDetailRawLineVo.getPicCode:()Ljava/lang/String;,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,152,com/usps/evs/vo/ManifestDetailRawLineVo.setFilteredValue:(Ljava/lang/String;)V,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,431,com/usps/evs/vo/ManifestDetailRawLineVo.getPicCode:()Ljava/lang/String;,
